tax_id,GeneID,Ensembl_gene_identifier,RNA_nucleotide_accession.version,Ensembl_rna_identifier,protein_accession.version,Ensembl_protein_identifier
105023,107379902,ENSNFUG00015001793,-,-,XP_015806347.1,ENSNFUP00015003542.1
105023,107379904,ENSNFUG00015002135,-,-,XP_015806350.1,ENSNFUP00015006085.1
105023,107379906,ENSNFUG00015003165,-,-,XP_015806352.1,ENSNFUP00015006326.1
105023,107379914,ENSNFUG00015003297,-,-,XP_015806360.1,ENSNFUP00015006627.1
105023,107379916,ENSNFUG00015000983,-,-,-,-
105023,107379917,ENSNFUG00015003311,-,-,XP_015806364.1,ENSNFUP00015006684.1
105023,107379918,ENSNFUG00015003331,-,-,XP_015806367.1,ENSNFUP00015006759.1
105023,107379920,ENSNFUG00015003369,-,-,XP_015806371.1,ENSNFUP00015006782.1
105023,107379921,ENSNFUG00015003371,-,-,XP_015806372.1,ENSNFUP00015006790.1
105023,107379922,ENSNFUG00015003375,-,-,XP_015806373.1,ENSNFUP00015006857.1
105023,107379923,ENSNFUG00015003404,-,-,XP_015806374.1,ENSNFUP00015006886.1
105023,107379925,ENSNFUG00015003418,-,-,XP_015806377.1,ENSNFUP00015006906.1
105023,107379926,ENSNFUG00015003425,-,-,XP_015806378.1,ENSNFUP00015006924.1
105023,107379931,ENSNFUG00015001143,-,-,XP_015806384.1,ENSNFUP00015002100.1
105023,107379933,ENSNFUG00015003467,-,-,XP_015806382.1,ENSNFUP00015007012.1
105023,107379934,ENSNFUG00015003474,-,-,XP_015806383.1,ENSNFUP00015007020.1
105023,107379940,ENSNFUG00015003489,-,-,XP_015806393.1,ENSNFUP00015007043.1
105023,107379961,ENSNFUG00015003368,-,-,XP_015806413.1,ENSNFUP00015006770.1
105023,107379964,ENSNFUG00015001185,-,-,XP_015806417.1,ENSNFUP00015002204.1
105023,107379974,ENSNFUG00015001228,-,-,XP_015806424.1,ENSNFUP00015002445.1
105023,107379975,ENSNFUG00015003546,-,-,XP_015806421.1,ENSNFUP00015007164.1
105023,107379976,ENSNFUG00015003550,-,-,-,-
105023,107379977,ENSNFUG00015003553,-,-,XP_015806423.1,ENSNFUP00015007179.1
105023,107379978,ENSNFUG00015003555,-,-,XP_015806425.1,ENSNFUP00015007189.1
105023,107379981,ENSNFUG00015003634,-,-,XP_015806431.1,ENSNFUP00015007918.1
105023,107379981,ENSNFUG00015003634,-,-,XP_015806439.1,ENSNFUP00015007958.1
105023,107379982,ENSNFUG00015001305,-,-,XP_015806437.1,ENSNFUP00015002504.1
105023,107379983,ENSNFUG00015000117,-,-,XP_015806440.1,ENSNFUP00015000115.1
105023,107379985,ENSNFUG00015000315,-,-,XP_015806442.1,ENSNFUP00015000601.1
105023,107379985,ENSNFUG00015000315,-,-,XP_015806443.1,ENSNFUP00015000575.1
105023,107379985,ENSNFUG00015000315,-,-,XP_015806444.1,ENSNFUP00015000581.1
105023,107379986,ENSNFUG00015000222,-,-,XP_015806446.1,ENSNFUP00015000261.1
105023,107379988,ENSNFUG00015000437,-,-,XP_015806447.1,ENSNFUP00015000706.1
105023,107379989,ENSNFUG00015000416,-,-,XP_015806448.1,ENSNFUP00015000612.1
105023,107379992,ENSNFUG00015000465,-,-,XP_015806452.1,ENSNFUP00015000733.1
105023,107379993,ENSNFUG00015000477,-,-,XP_015806453.1,ENSNFUP00015000778.1
105023,107379994,ENSNFUG00015000477,-,-,XP_015806454.1,ENSNFUP00015000783.1
105023,107380007,ENSNFUG00015000621,-,-,XP_015806471.1,ENSNFUP00015001027.1
105023,107380009,ENSNFUG00015000646,-,-,XP_015806476.1,ENSNFUP00015001084.1
105023,107380010,ENSNFUG00015000624,-,-,XP_015806477.1,ENSNFUP00015001034.1
105023,107380011,ENSNFUG00015000630,-,-,XP_015806478.1,ENSNFUP00015001060.1
105023,107380012,ENSNFUG00015000725,-,-,XP_015806481.1,ENSNFUP00015001249.1
105023,107380013,ENSNFUG00015001043,-,-,XP_015806494.1,ENSNFUP00015004602.1
105023,107380019,ENSNFUG00015002371,-,-,XP_015806499.1,ENSNFUP00015004705.1
105023,107380021,ENSNFUG00015002437,-,-,XP_015806502.1,ENSNFUP00015005408.1
105023,107380021,ENSNFUG00015002437,-,-,XP_015806503.1,ENSNFUP00015005427.1
105023,107380022,ENSNFUG00015002759,-,-,-,-
105023,107380026,ENSNFUG00015002796,-,-,XP_015806509.1,ENSNFUP00015005593.1
105023,107380028,ENSNFUG00015003254,-,-,XP_015806517.1,ENSNFUP00015009143.1
105023,107380028,ENSNFUG00015003254,-,-,XP_015806522.1,ENSNFUP00015009163.1
105023,107380033,ENSNFUG00015004570,-,-,XP_015806530.1,ENSNFUP00015009535.1
105023,107380034,ENSNFUG00015004813,-,-,XP_015806531.1,ENSNFUP00015011380.1
105023,107380035,ENSNFUG00015005711,-,-,XP_015806532.1,ENSNFUP00015011568.1
105023,107380036,ENSNFUG00015004645,-,-,XP_015806533.1,ENSNFUP00015009563.1
105023,107380038,ENSNFUG00015005739,-,-,-,-
105023,107380042,ENSNFUG00015006239,-,-,XP_015806543.1,ENSNFUP00015012701.1
105023,107380042,ENSNFUG00015006239,-,-,XP_015806544.1,ENSNFUP00015012709.1
105023,107380042,ENSNFUG00015006239,-,-,XP_015806547.1,ENSNFUP00015012714.1
105023,107380044,ENSNFUG00015006269,-,-,XP_015806549.1,ENSNFUP00015012773.1
105023,107380045,ENSNFUG00015006300,-,-,XP_015806550.1,ENSNFUP00015012819.1
105023,107380046,ENSNFUG00015006311,-,-,XP_015806553.1,ENSNFUP00015012857.1
105023,107380046,ENSNFUG00015006311,-,-,XP_015806555.1,ENSNFUP00015012850.1
105023,107380052,ENSNFUG00015006381,-,-,XP_015806563.1,ENSNFUP00015013011.1
105023,107380053,ENSNFUG00015000429,-,-,XP_015806564.1,ENSNFUP00015000793.1
105023,107380054,ENSNFUG00015000261,-,-,XP_015806566.1,ENSNFUP00015000482.1
105023,107380054,ENSNFUG00015000261,-,-,XP_015806567.1,ENSNFUP00015000514.1
105023,107380055,ENSNFUG00015000515,-,-,XP_015806568.1,ENSNFUP00015000835.1
105023,107380056,ENSNFUG00015000649,-,-,XP_015806570.1,ENSNFUP00015001376.1
105023,107380056,ENSNFUG00015000649,-,-,XP_015806571.1,ENSNFUP00015001372.1
105023,107380056,ENSNFUG00015000649,-,-,XP_015806572.1,ENSNFUP00015001429.1
105023,107380057,ENSNFUG00015000841,-,-,-,-
105023,107380058,ENSNFUG00015001522,-,-,XP_015806583.1,ENSNFUP00015003391.1
105023,107380059,ENSNFUG00015001114,-,-,-,-
105023,107380061,ENSNFUG00015001568,-,-,-,-
105023,107380075,ENSNFUG00015002435,-,-,XP_015806590.1,ENSNFUP00015005066.1
105023,107380076,ENSNFUG00015001764,-,-,XP_015806596.1,ENSNFUP00015003476.1
105023,107380079,ENSNFUG00015002696,-,-,XP_015806600.1,ENSNFUP00015005374.1
105023,107380080,ENSNFUG00015002704,-,-,XP_015806601.1,ENSNFUP00015005387.1
105023,107380081,ENSNFUG00015002714,-,-,XP_015806603.1,ENSNFUP00015005405.1
105023,107380082,ENSNFUG00015002735,-,-,XP_015806604.1,ENSNFUP00015005485.1
105023,107380082,ENSNFUG00015002735,-,-,XP_015806606.1,ENSNFUP00015005497.1
105023,107380083,ENSNFUG00015001789,-,-,XP_015806627.1,ENSNFUP00015003558.1
105023,107380083,ENSNFUG00015001789,-,-,XP_015806636.1,ENSNFUP00015003604.1
105023,107380084,ENSNFUG00015002765,-,-,XP_015806608.1,ENSNFUP00015005519.1
105023,107380085,ENSNFUG00015002777,-,-,-,-
105023,107380086,ENSNFUG00015002848,-,-,XP_015806621.1,ENSNFUP00015005944.1
105023,107380087,ENSNFUG00015002987,-,-,XP_015806622.1,ENSNFUP00015005970.1
105023,107380087,ENSNFUG00015002987,-,-,XP_015806624.1,ENSNFUP00015005980.1
105023,107380091,ENSNFUG00015003113,-,-,XP_015806630.1,ENSNFUP00015006661.1
105023,107380093,ENSNFUG00015003362,-,-,XP_015806632.1,ENSNFUP00015006762.1
105023,107380093,ENSNFUG00015003362,-,-,XP_015806633.1,ENSNFUP00015006766.1
105023,107380094,ENSNFUG00015000078,-,-,XP_015806634.1,ENSNFUP00015000082.1
105023,107380095,ENSNFUG00015000095,-,-,XP_015806635.1,ENSNFUP00015000093.1
105023,107380096,ENSNFUG00015000102,-,-,XP_015806637.1,ENSNFUP00015000101.1
105023,107380099,ENSNFUG00015000279,-,-,XP_015806642.1,ENSNFUP00015000352.1
105023,107380101,ENSNFUG00015001874,-,-,XP_015806648.1,ENSNFUP00015003922.1
105023,107380103,ENSNFUG00015000860,-,-,XP_015806652.1,ENSNFUP00015003309.1
105023,107380103,ENSNFUG00015000860,-,-,XP_015806654.1,ENSNFUP00015003274.1
105023,107380104,ENSNFUG00015002070,-,-,XP_015806662.1,ENSNFUP00015004431.1
105023,107380104,ENSNFUG00015002070,-,-,XP_015806685.1,ENSNFUP00015004452.1
105023,107380106,ENSNFUG00015001887,-,-,XP_015806659.1,ENSNFUP00015003757.1
105023,107380107,ENSNFUG00015001870,-,-,XP_015806663.1,ENSNFUP00015003710.1
105023,107380108,ENSNFUG00015001921,-,-,XP_015806664.1,ENSNFUP00015003781.1
105023,107380109,ENSNFUG00015001925,-,-,XP_015806665.1,ENSNFUP00015003788.1
105023,107380110,ENSNFUG00015001946,-,-,XP_015806666.1,ENSNFUP00015003854.1
105023,107380111,ENSNFUG00015001929,-,-,XP_015806667.1,ENSNFUP00015003796.1
105023,107380112,ENSNFUG00015002011,-,-,XP_015806668.1,ENSNFUP00015004012.1
105023,107380112,ENSNFUG00015002011,-,-,XP_015806669.1,ENSNFUP00015004027.1
105023,107380117,ENSNFUG00015002088,-,-,XP_015806673.1,ENSNFUP00015004212.1
105023,107380118,ENSNFUG00015002204,-,-,XP_015806674.1,ENSNFUP00015004450.1
105023,107380119,ENSNFUG00015002255,-,-,XP_015806675.1,ENSNFUP00015004464.1
105023,107380120,ENSNFUG00015002279,-,-,XP_015806678.1,ENSNFUP00015004557.1
105023,107380122,ENSNFUG00015002411,-,-,XP_015806681.1,ENSNFUP00015004834.1
105023,107380123,ENSNFUG00015002329,-,-,XP_015806683.1,ENSNFUP00015004695.1
105023,107380124,ENSNFUG00015002386,-,-,XP_015806684.1,ENSNFUP00015004805.1
105023,107380124,ENSNFUG00015002386,-,-,XP_015806686.1,ENSNFUP00015004821.1
105023,107380125,ENSNFUG00015002418,-,-,-,-
105023,107380127,ENSNFUG00015002433,-,-,XP_015806691.1,ENSNFUP00015004894.1
105023,107380128,ENSNFUG00015002489,-,-,XP_015806692.1,ENSNFUP00015005032.1
105023,107380129,ENSNFUG00015002544,-,-,XP_015806694.1,ENSNFUP00015005171.1
105023,107380131,ENSNFUG00015002633,-,-,XP_015806700.1,ENSNFUP00015005273.1
105023,107380132,ENSNFUG00015002659,-,-,XP_015806701.1,ENSNFUP00015005313.1
105023,107380133,ENSNFUG00015002645,-,-,XP_015806703.1,ENSNFUP00015005304.1
105023,107380134,ENSNFUG00015002720,-,-,XP_015806708.1,ENSNFUP00015005425.1
105023,107380135,ENSNFUG00015002675,-,-,XP_015806711.1,ENSNFUP00015005384.1
105023,107380136,ENSNFUG00015002758,-,-,XP_015806714.1,ENSNFUP00015005504.1
105023,107380137,ENSNFUG00015002787,-,-,XP_015806716.1,ENSNFUP00015005570.1
105023,107380138,ENSNFUG00015000808,-,-,XP_015806832.1,ENSNFUP00015001552.1
105023,107380139,ENSNFUG00015002746,-,-,XP_015806717.1,ENSNFUP00015005470.1
105023,107380141,ENSNFUG00015002816,-,-,XP_015806719.1,ENSNFUP00015005656.1
105023,107380141,ENSNFUG00015002816,-,-,XP_015806720.1,ENSNFUP00015005645.1
105023,107380143,ENSNFUG00015003222,-,-,XP_015806724.1,ENSNFUP00015007896.1
105023,107380143,ENSNFUG00015003222,-,-,XP_015806725.1,ENSNFUP00015007722.1
105023,107380143,ENSNFUG00015003222,-,-,XP_015806726.1,ENSNFUP00015007910.1
105023,107380143,ENSNFUG00015003222,-,-,XP_015806727.1,ENSNFUP00015008001.1
105023,107380147,ENSNFUG00015003967,-,-,XP_015806730.1,ENSNFUP00015008159.1
105023,107380148,ENSNFUG00015004037,-,-,XP_015806732.1,ENSNFUP00015008245.1
105023,107380149,ENSNFUG00015004027,-,-,XP_015806735.1,ENSNFUP00015008223.1
105023,107380149,ENSNFUG00015004027,-,-,XP_015806736.1,ENSNFUP00015008221.1
105023,107380153,ENSNFUG00015004065,-,-,XP_015806738.1,ENSNFUP00015008303.1
105023,107380155,ENSNFUG00015004073,-,-,XP_015806739.1,ENSNFUP00015008317.1
105023,107380156,ENSNFUG00015004093,-,-,XP_015806740.1,ENSNFUP00015008400.1
105023,107380157,ENSNFUG00015004118,-,-,XP_015806741.1,ENSNFUP00015008424.1
105023,107380159,ENSNFUG00015002322,-,-,XP_015806750.1,ENSNFUP00015004756.1
105023,107380161,ENSNFUG00015004140,-,-,XP_015806748.1,ENSNFUP00015008500.1
105023,107380162,ENSNFUG00015004177,-,-,XP_015806749.1,ENSNFUP00015008622.1
105023,107380167,ENSNFUG00015002409,-,-,XP_015806762.1,ENSNFUP00015004896.1
105023,107380167,ENSNFUG00015002409,-,-,XP_015806768.1,ENSNFUP00015004885.1
105023,107380168,ENSNFUG00015004686,-,-,XP_015806760.1,ENSNFUP00015009632.1
105023,107380169,ENSNFUG00015004694,-,-,XP_015806761.1,ENSNFUP00015009637.1
105023,107380177,ENSNFUG00015005919,-,-,-,-
105023,107380178,ENSNFUG00015006578,-,-,XP_015806775.1,ENSNFUP00015013508.1
105023,107380179,ENSNFUG00015002286,-,-,XP_015806779.1,ENSNFUP00015004550.1
105023,107380179,ENSNFUG00015002286,-,-,XP_015806789.1,ENSNFUP00015004559.1
105023,107380181,ENSNFUG00015006643,-,-,-,-
105023,107380182,ENSNFUG00015006667,-,-,-,-
105023,107380183,ENSNFUG00015006651,-,-,XP_015806780.1,ENSNFUP00015013593.1
105023,107380184,ENSNFUG00015006678,-,-,XP_015806781.1,ENSNFUP00015013654.1
105023,107380185,ENSNFUG00015006694,-,-,-,-
105023,107380186,ENSNFUG00015006866,-,-,-,-
105023,107380187,ENSNFUG00015007979,-,-,-,-
105023,107380188,ENSNFUG00015007997,-,-,XP_015806793.1,ENSNFUP00015016822.1
105023,107380189,ENSNFUG00015008048,-,-,XP_015806794.1,ENSNFUP00015016850.1
105023,107380191,ENSNFUG00015002439,-,-,XP_015806800.1,ENSNFUP00015004910.1
105023,107380192,ENSNFUG00015008057,-,-,XP_015806796.1,ENSNFUP00015016863.1
105023,107380193,ENSNFUG00015008077,-,-,-,-
105023,107380194,ENSNFUG00015008069,-,-,XP_015806799.1,ENSNFUP00015016886.1
105023,107380195,ENSNFUG00015008079,-,-,-,-
105023,107380196,ENSNFUG00015008087,-,-,XP_015806804.1,ENSNFUP00015016922.1
105023,107380198,ENSNFUG00015002444,-,-,XP_015806812.1,ENSNFUP00015004914.1
105023,107380200,ENSNFUG00015009261,-,-,XP_015806809.1,ENSNFUP00015019317.1
105023,107380203,ENSNFUG00015009415,-,-,XP_015806814.1,ENSNFUP00015019447.1
105023,107380204,ENSNFUG00015009474,-,-,-,-
105023,107380206,ENSNFUG00015010212,-,-,XP_015806817.1,ENSNFUP00015021025.1
105023,107380211,ENSNFUG00015010225,-,-,-,-
105023,107380212,ENSNFUG00015010524,-,-,XP_015806824.1,ENSNFUP00015025795.1
105023,107380213,ENSNFUG00015012853,-,-,XP_015806825.1,ENSNFUP00015027207.1
105023,107380213,ENSNFUG00015012853,-,-,XP_015806826.1,ENSNFUP00015027210.1
105023,107380216,ENSNFUG00015013206,-,-,XP_015806831.1,ENSNFUP00015027241.1
105023,107380217,ENSNFUG00015013232,-,-,XP_015806835.1,ENSNFUP00015027318.1
105023,107380218,ENSNFUG00015013268,-,-,XP_015806836.1,ENSNFUP00015027394.1
105023,107380221,ENSNFUG00015013281,-,-,XP_015806841.1,ENSNFUP00015027508.1
105023,107380222,ENSNFUG00015013345,-,-,XP_015806844.1,ENSNFUP00015027588.1
105023,107380223,ENSNFUG00015013377,-,-,XP_015806845.1,ENSNFUP00015027815.1
105023,107380224,ENSNFUG00015013484,-,-,XP_015806846.1,ENSNFUP00015027905.1
105023,107380225,ENSNFUG00015013506,-,-,XP_015806847.1,ENSNFUP00015027991.1
105023,107380225,ENSNFUG00015013506,-,-,XP_015806848.1,ENSNFUP00015027997.1
105023,107380225,ENSNFUG00015013506,-,-,XP_015806850.1,ENSNFUP00015028019.1
105023,107380227,ENSNFUG00015013552,-,-,XP_015806852.1,ENSNFUP00015028036.1
105023,107380228,ENSNFUG00015013604,-,-,XP_015806853.1,ENSNFUP00015029884.1
105023,107380228,ENSNFUG00015013604,-,-,XP_015806854.1,ENSNFUP00015029928.1
105023,107380229,ENSNFUG00015014651,-,-,XP_015806855.1,ENSNFUP00015031006.1
105023,107380230,ENSNFUG00015015192,-,-,XP_015806856.1,ENSNFUP00015031165.1
105023,107380231,ENSNFUG00015015438,-,-,XP_015806859.1,ENSNFUP00015037688.1
105023,107380231,ENSNFUG00015015438,-,-,XP_015806860.1,ENSNFUP00015037677.1
105023,107380232,ENSNFUG00015002473,-,-,XP_015806863.1,ENSNFUP00015004963.1
105023,107380233,ENSNFUG00015018416,-,-,XP_015806861.1,ENSNFUP00015038140.1
105023,107380233,ENSNFUG00015018416,-,-,XP_015806864.1,ENSNFUP00015038136.1
105023,107380234,ENSNFUG00015018746,-,-,-,-
105023,107380236,ENSNFUG00015018436,-,-,XP_015806869.1,ENSNFUP00015038525.1
105023,107380236,ENSNFUG00015018436,-,-,XP_015806871.1,ENSNFUP00015038537.1
105023,107380237,ENSNFUG00015002476,-,-,XP_015806876.1,ENSNFUP00015004969.1
105023,107380238,ENSNFUG00015018685,-,-,XP_015806872.1,ENSNFUP00015038728.1
105023,107380240,ENSNFUG00015019634,-,-,XP_015806877.1,ENSNFUP00015041375.1
105023,107380240,ENSNFUG00015019634,-,-,XP_015806878.1,ENSNFUP00015041432.1
105023,107380240,ENSNFUG00015019634,-,-,XP_015806879.1,ENSNFUP00015041439.1
105023,107380240,ENSNFUG00015019634,-,-,XP_015806880.1,ENSNFUP00015041611.1
105023,107380241,ENSNFUG00015019966,-,-,XP_015806881.1,ENSNFUP00015041630.1
105023,107380245,ENSNFUG00015002480,-,-,XP_015806888.1,ENSNFUP00015004994.1
105023,107380247,ENSNFUG00015020019,-,-,XP_015806886.1,ENSNFUP00015042058.1
105023,107380247,ENSNFUG00015020019,-,-,XP_015806887.1,ENSNFUP00015042077.1
105023,107380248,ENSNFUG00015020192,-,-,XP_015806890.1,ENSNFUP00015042133.1
105023,107380250,ENSNFUG00015020216,-,-,XP_015806891.1,ENSNFUP00015042154.1
105023,107380253,ENSNFUG00015020225,-,-,XP_015806894.1,ENSNFUP00015042180.1
105023,107380255,ENSNFUG00015020252,-,-,XP_015806897.1,ENSNFUP00015042235.1
105023,107380256,ENSNFUG00015020248,-,-,XP_015806898.1,ENSNFUP00015042219.1
105023,107380257,ENSNFUG00015020242,-,-,XP_015806900.1,ENSNFUP00015042216.1
105023,107380259,ENSNFUG00015020297,-,-,XP_015806902.1,ENSNFUP00015044563.1
105023,107380260,ENSNFUG00015020255,-,-,XP_015806903.1,ENSNFUP00015042239.1
105023,107380261,ENSNFUG00015021216,-,-,XP_015806907.1,ENSNFUP00015044564.1
105023,107380262,ENSNFUG00015021217,-,-,XP_015806908.1,ENSNFUP00015044574.1
105023,107380263,ENSNFUG00015021220,-,-,XP_015806909.1,ENSNFUP00015044618.1
105023,107380267,ENSNFUG00015021243,-,-,XP_015806912.1,ENSNFUP00015044638.1
105023,107380269,ENSNFUG00015009455,-,-,XP_015806917.1,ENSNFUP00015019530.1
105023,107380270,ENSNFUG00015009460,-,-,XP_015806920.1,ENSNFUP00015019542.1
105023,107380273,ENSNFUG00015009516,-,-,XP_015806925.1,ENSNFUP00015019718.1
105023,107380274,ENSNFUG00015009581,-,-,XP_015806927.1,ENSNFUP00015019825.1
105023,107380276,ENSNFUG00015009609,-,-,XP_015806928.1,ENSNFUP00015019952.1
105023,107380278,ENSNFUG00015009713,-,-,XP_015806930.1,ENSNFUP00015020041.1
105023,107380279,ENSNFUG00015009726,-,-,XP_015806931.1,ENSNFUP00015020130.1
105023,107380280,ENSNFUG00015009826,-,-,XP_015806932.1,ENSNFUP00015020331.1
105023,107380282,ENSNFUG00015010032,-,-,XP_015806936.1,ENSNFUP00015020708.1
105023,107380285,ENSNFUG00015010055,-,-,XP_015806938.1,ENSNFUP00015020778.1
105023,107380289,ENSNFUG00015002498,-,-,-,-
105023,107380291,ENSNFUG00015010141,-,-,XP_015806945.1,ENSNFUP00015020883.1
105023,107380292,ENSNFUG00015010167,-,-,XP_015806947.1,ENSNFUP00015021199.1
105023,107380295,ENSNFUG00015010383,-,-,XP_015806952.1,ENSNFUP00015021763.1
105023,107380297,ENSNFUG00015010667,-,-,XP_015806956.1,ENSNFUP00015021987.1
105023,107380298,ENSNFUG00015010688,-,-,XP_015806957.1,ENSNFUP00015022031.1
105023,107380299,ENSNFUG00015010718,-,-,XP_015806959.1,ENSNFUP00015022170.1
105023,107380300,ENSNFUG00015010752,-,-,XP_015806960.1,ENSNFUP00015022187.1
105023,107380302,ENSNFUG00015010791,-,-,XP_015806962.1,ENSNFUP00015022277.1
105023,107380303,ENSNFUG00015002501,-,-,XP_015806966.1,ENSNFUP00015005021.1
105023,107380304,ENSNFUG00015010796,-,-,XP_015806963.1,ENSNFUP00015022297.1
105023,107380305,ENSNFUG00015010810,-,-,XP_015806964.1,ENSNFUP00015022351.1
105023,107380306,ENSNFUG00015010839,-,-,XP_015806965.1,ENSNFUP00015022390.1
105023,107380307,ENSNFUG00015010940,-,-,XP_015806967.1,ENSNFUP00015025770.1
105023,107380308,ENSNFUG00015012719,-,-,XP_015806968.1,ENSNFUP00015028553.1
105023,107380309,ENSNFUG00015013881,-,-,XP_015806969.1,ENSNFUP00015028660.1
105023,107380310,ENSNFUG00015013883,-,-,XP_015806970.1,ENSNFUP00015028682.1
105023,107380311,ENSNFUG00015013942,-,-,XP_015806971.1,ENSNFUP00015028912.1
105023,107380314,ENSNFUG00015014297,-,-,XP_015806974.1,ENSNFUP00015029412.1
105023,107380316,ENSNFUG00015014315,-,-,-,-
105023,107380318,ENSNFUG00015014338,-,-,XP_015806980.1,ENSNFUP00015029473.1
105023,107380318,ENSNFUG00015014338,-,-,XP_015806982.1,ENSNFUP00015029514.1
105023,107380319,ENSNFUG00015014463,-,-,XP_015806983.1,ENSNFUP00015032431.1
105023,107380321,ENSNFUG00015000733,-,-,XP_015807027.1,ENSNFUP00015001211.1
105023,107380323,ENSNFUG00015002512,-,-,XP_015806995.1,ENSNFUP00015005038.1
105023,107380323,ENSNFUG00015002512,-,-,XP_015807004.1,ENSNFUP00015005042.1
105023,107380325,ENSNFUG00015019577,-,-,XP_015806998.1,ENSNFUP00015040802.1
105023,107380327,ENSNFUG00015019589,-,-,XP_015807003.1,ENSNFUP00015040844.1
105023,107380328,ENSNFUG00015019608,-,-,XP_015807005.1,ENSNFUP00015040872.1
105023,107380329,ENSNFUG00015019629,-,-,XP_015807007.1,ENSNFUP00015041387.1
105023,107380331,ENSNFUG00015019896,-,-,XP_015807008.1,ENSNFUP00015042492.1
105023,107380332,ENSNFUG00015020418,-,-,XP_015807009.1,ENSNFUP00015042658.1
105023,107380333,ENSNFUG00015020426,-,-,-,-
105023,107380334,ENSNFUG00015002506,-,-,XP_015807015.1,ENSNFUP00015005033.1
105023,107380335,ENSNFUG00015020430,-,-,XP_015807012.1,ENSNFUP00015042682.1
105023,107380342,ENSNFUG00015020443,-,-,XP_015807029.1,ENSNFUP00015042707.1
105023,107380344,ENSNFUG00015020459,-,-,XP_015807034.1,ENSNFUP00015042737.1
105023,107380345,ENSNFUG00015020450,-,-,XP_015807037.1,ENSNFUP00015042718.1
105023,107380346,ENSNFUG00015002542,-,-,-,-
105023,107380347,ENSNFUG00015020532,-,-,XP_015807039.1,ENSNFUP00015042872.1
105023,107380348,ENSNFUG00015020533,-,-,XP_015807040.1,ENSNFUP00015042876.1
105023,107380349,ENSNFUG00015020542,-,-,XP_015807046.1,ENSNFUP00015044065.1
105023,107380349,ENSNFUG00015020542,-,-,XP_015807048.1,ENSNFUP00015044025.1
105023,107380349,ENSNFUG00015020542,-,-,XP_015807049.1,ENSNFUP00015044063.1
105023,107380353,ENSNFUG00015021075,-,-,XP_015807050.1,ENSNFUP00015044764.1
105023,107380354,ENSNFUG00015021331,-,-,XP_015807051.1,ENSNFUP00015044889.1
105023,107380354,ENSNFUG00015021331,-,-,XP_015807055.1,ENSNFUP00015044910.1
105023,107380358,ENSNFUG00015021409,-,-,XP_015807062.1,ENSNFUP00015045611.1
105023,107380358,ENSNFUG00015021409,-,-,XP_015807063.1,ENSNFUP00015045579.1
105023,107380360,ENSNFUG00015021701,-,-,XP_015807064.1,ENSNFUP00015045850.1
105023,107380362,ENSNFUG00015021797,-,-,XP_015807068.1,ENSNFUP00015045878.1
105023,107380364,ENSNFUG00015021801,-,-,XP_015807072.1,ENSNFUP00015045899.1
105023,107380368,ENSNFUG00015021849,-,-,XP_015807074.1,ENSNFUP00015049013.1
105023,107380369,ENSNFUG00015021806,-,-,XP_015807075.1,ENSNFUP00015045912.1
105023,107380372,ENSNFUG00015023140,-,-,XP_015807083.1,ENSNFUP00015049519.1
105023,107380372,ENSNFUG00015023140,-,-,XP_015807084.1,ENSNFUP00015049583.1
105023,107380373,ENSNFUG00015000156,-,-,-,-
105023,107380374,ENSNFUG00015000434,-,-,XP_015807091.1,ENSNFUP00015000646.1
105023,107380377,ENSNFUG00015000452,-,-,XP_015807094.1,ENSNFUP00015000719.1
105023,107380378,ENSNFUG00015000485,-,-,XP_015807095.1,ENSNFUP00015000805.1
105023,107380380,ENSNFUG00015000651,-,-,XP_015807096.1,ENSNFUP00015001735.1
105023,107380382,ENSNFUG00015001006,-,-,XP_015807102.1,ENSNFUP00015001811.1
105023,107380383,ENSNFUG00015001047,-,-,XP_015807103.1,ENSNFUP00015002103.1
105023,107380384,ENSNFUG00015001183,-,-,XP_015807106.1,ENSNFUP00015002199.1
105023,107380385,ENSNFUG00015001197,-,-,XP_015807108.1,ENSNFUP00015002281.1
105023,107380386,ENSNFUG00015001239,-,-,-,-
105023,107380387,ENSNFUG00015001258,-,-,XP_015807111.1,ENSNFUP00015002388.1
105023,107380389,ENSNFUG00015001249,-,-,XP_015807112.1,ENSNFUP00015002362.1
105023,107380392,ENSNFUG00015001304,-,-,XP_015807115.1,ENSNFUP00015002499.1
105023,107380393,ENSNFUG00015001306,-,-,XP_015807116.1,ENSNFUP00015002507.1
